Pharma Model,Num Feature,Fit,Norm Fit,zscore,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease,Idication,,,,"
"
1u4d_v,5,2.68,0.536,0.0190558,0,2,3,0,0,0,Activated CDC42 kinase 1,TRANSFERASE,ACK1_HUMAN,Downstream effector of CDC42 which mediates CDC42- dependent cell migration via phosphorylation of BCAR1. Binds to both poly- and mono-ubiquitin and regulates ligand-induced degradation of EGFR. Participates in clathrin-mediated endocytosis. May be involv,NONE,Cancer,,,,"
"
1uou_v,4,2.14,0.5351,-0.541835,1,0,3,0,0,0,Thymidine phosphorylase,TRANSFERASE,TYPH_HUMAN,"May have a role in maintaining the integrity of the blood vessels. Has growth promoting activity on endothelial cells, angiogenic activity in vivo and chemotactic activity on endothelial cells in vitro.;Catalyzes the reversible phosphorolysis of thymidine. The produced molecules are then utilized as carbon and energy sources or in the rescue of pyrimidine bases for nucleotide synthesis.","Defects in TYMP are the cause of mitochondrial neurogastrointestinal encephalomyopathy (MNGIE) [MIM:603041]; also known as myoneurogastrointestinal encephalomyopathy. MNGIE is an autosomal recessive disease associated with multiple deletions of skeletal muscle mitochondrial DNA (MtDNA). It is clinically characterized by onset between the second and fifth decades of life, ptosis, progressive external ophthalmoplegia, gastrointestinal dysmotility (often pseudoobstruction), diffuse leukoencephalopathy, thin body habitus, peripheral neuropathy, and myopathy.",Angiogenesis disorder;Cancer,,,,"
"
1fcz_v,7,3.738,0.534,2.02088,6,0,0,0,1,0,Retinoic acid receptor gamma,GENE REGULATION,RARG_HUMAN,This is a receptor for retinoic acid. This metabolite has profound effects on vertebrate development. Retinoic acid is a morphogen and is a powerful teratogen. This receptor controls cell function by directly regulating gene expression.,NONE,Emphysema,,,,"
"
2v3d_v,5,2.667,0.5335,0.359696,1,1,2,1,0,0,Glucosylceramidase,HYDROLASE,GLCM_HUMAN,NONE,"Defects in GBA are the cause of Gaucher disease (GD) [MIM:230800]; also known as glucocerebrosidase deficiency. GD is the most prevalent lysosomal storage disease, characterized by accumulation of glucosylceramide in the reticulo-endothelial system. Different clinical forms are recognized depending on the presence (neuronopathic forms) or absence of central nervous system involvement, severity and age of onset.;Defects in GBA are the cause of Gaucher disease type 1 (GD1) [MIM:230800]; also known as adult non-neuronopathic Gaucher disease. GD1 is characterized by hepatosplenomegaly with consequent anemia and thrombopenia, and bone involvement. The central nervous system is not involved.;Defects in GBA are the cause of Gaucher disease type 2 (GD2) [MIM:230900]; also known as acute neuronopathic. GD2 is the most severe form and is universally progressive and fatal. It manifests soon after birth, with death generally occurring before patients reach two years of age.;Defects in GBA are the cause of Gaucher disease type 3 (GD3) [MIM:231000]; also known as subacute neuronopathic. GD3 has central nervous manifestations.;Defects in GBA are the cause of Gaucher disease type 3C [MIM:231005]; also known as pseudo-Gaucher disease or Gaucher-like disease.;Defects in GBA are the cause of perinatal lethal Gaucher disease [MIM:608013]. It is a distinct form of Gaucher disease type 2, characterized by fetal onset. Hydrops fetalis, in utero fetal death and neonatal distress are prominent features. When hydrops is absent, neurologic involvement begins in the first week and leads to death within 3 months. Hepatosplenomegaly is a major sign, and is associated with ichthyosis, arthrogryposis, and facial dysmorphism.;Perinatal lethal Gaucher disease is associated with non- immune hydrops fetalis [MIM:236750]. Hydrops fetalis is a generalized edema of the fetus with fluid accumulation in the body cavities.;Defects in GBA may be a risk factor in the development of Parkinson disease (PD) [MIM:168600]. Simultaneous occurrence of Parkinson disease and Gaucher disease is marked by atypical parkinsonism generally presenting by the fourth through sixth decades of life. The combination progresses inexorably and is refractory to conventional anti-Parkinson therapy.",Gaucher disease,,,,"
"
2rku_v,4,2.133,0.5333,-1.08508,2,1,1,0,0,0,Serine/threonine-protein kinase PLK1,NONE,P53350,"Serine/threonine-protein kinase that performs several important functions throughout M phase of the cell cycle, including the regulation of centrosome maturation and spindle assembly, the removal of cohesins from chromosome arms, the inactivation of anaphase-promoting complex/cyclosome (APC/C) inhibitors, and the regulation of mitotic exit and cytokinesis. Polo-like kinase proteins acts by binding and phosphorylating proteins are that already phosphorylated on a specific motif recognized by the POLO box domains. Phosphorylates BORA, BUB1B/BUBR1, CCNB1, CDC25C, CEP55, ECT2, ERCC6L, FBXO5/EMI1, FOXM1, KIF20A/MKLP2, CENPU, NEDD1, NINL, NPM1, NUDC, PKMYT1/MYT1, KIZ, PPP1R12A/MYPT1, PRC1, RACGAP1/CYK4, SGO1, STAG2/SA2, TEX14, TOPORS, p73/TP73, TPT1 and WEE1. Plays a key role in centrosome functions and the assembly of bipolar spindles by phosphorylating KIZ, NEDD1 and NINL. NEDD1 phosphorylation promotes subsequent targeting of the gamma-tubulin ring complex (gTuRC) to the centrosome, an important step for spindle formation. Phosphorylation of NINL component of the centrosome leads to NINL dissociation from other centrosomal proteins. Involved in mitosis exit and cytokinesis by phosphorylating CEP55, ECT2, KIF20A/MKLP2, CENPU, PRC1 and RACGAP1. Recruited at the central spindle by phosphorylating and docking PRC1 and KIF20A/MKLP2; creates its own docking sites on PRC1 and KIF20A/MKLP2 by mediating phosphorylation of sites subsequently recognized by the POLO box domains. Phosphorylates RACGAP1, thereby creating a docking site for the Rho GTP exchange factor ECT2 that is essential for the cleavage furrow formation. Promotes the central spindle recruitment of ECT2. Plays a central role in G2/M transition of mitotic cell cycle by phosphorylating CCNB1, CDC25C, FOXM1, CENPU, PKMYT1/MYT1, PPP1R12A/MYPT1 and WEE1. Part of a regulatory circuit that promotes the activation of CDK1 by phosphorylating the positive regulator CDC25C and inhibiting the negative regulators WEE1 and PKMYT1/MYT1. Also acts by mediating phosphorylation of cyclin-B1 (CCNB1) on centrosomes in prophase. Phosphorylates FOXM1, a key mitotic transcription regulator, leading to enhance FOXM1 transcriptional activity. Involved in kinetochore functions and sister chromatid cohesion by phosphorylating BUB1B/BUBR1, FBXO5/EMI1 and STAG2/SA2. PLK1 is high on non-attached kinetochores suggesting a role of PLK1 in kinetochore attachment or in spindle assembly checkpoint (SAC) regulation. Required for kinetochore localization of BUB1B. Regulates the dissociation of cohesin from chromosomes by phosphorylating cohesin subunits such as STAG2/SA2. Phosphorylates SGO1: required for spindle pole localization of isoform 3 of SGO1 and plays a role in regulating its centriole cohesion function. Mediates phosphorylation of FBXO5/EMI1, a negative regulator of the APC/C complex during prophase, leading to FBXO5/EMI1 ubiquitination and degradation by the proteasome. Acts as a negative regulator of p53 family members: phosphorylates TOPORS, leading to inhibit the sumoylation of p53/TP53 and simultaneously enhance the ubiquitination and subsequent degradation of p53/TP53. Phosphorylates the transactivation domain of the transcription factor p73/TP73, leading to inhibit p73/TP73-mediated transcriptional activation and pro-apoptotic functions. Phosphorylates BORA, and thereby promotes the degradation of BORA. Contributes to the regulation of AURKA function. Also required for recovery after DNA damage checkpoint and entry into mitosis. Phosphorylates MISP, leading to stabilization of cortical and astral microtubule attachments required for proper spindle positioning (PubMed:8991084, PubMed:11202906, PubMed:12207013, PubMed:12447691, PubMed:12524548, PubMed:12738781, PubMed:12852856, PubMed:12939256, PubMed:14532005, PubMed:14734534, PubMed:15070733, PubMed:15148369, PubMed:15469984, PubMed:16198290, PubMed:16247472, PubMed:16980960, PubMed:17081991, PubMed:17351640, PubMed:17376779, PubMed:17617734, PubMed:18174154, PubMed:18331714, PubMed:18418051, PubMed:18477460, PubMed:18521620, PubMed:18615013, PubMed:19160488, PubMed:19351716, PubMed:19468300, PubMed:19468302, PubMed:19473992, PubMed:19509060, PubMed:19597481, PubMed:23455478, PubMed:23509069). Together with MEIKIN, acts as a regulator of kinetochore function during meiosis I: required both for mono-orientation of kinetochores on sister chromosomes and protection of centromeric cohesin from separase-mediated cleavage (By similarity). Phosphorylates CEP68 and is required for its degradation (PubMed:25503564). Regulates nuclear envelope breakdown during prophase by phosphorylating DCTN1 resulting in its localization in the nuclear envelope (PubMed:20679239). Phosphorylates the heat shock transcription factor HSF1, promoting HSF1 nuclear translocation upon heat shock (PubMed:15661742). Phosphorylates HSF1 also in the early mitotic period; this phosphorylation regulates HSF1 localization to the spindle pole, the recruitment of the SCF(BTRC) ubiquitin ligase complex induicing HSF1 degradation, and hence mitotic progression (PubMed:18794143).",NONE,NONE,,,,"
"
1hmt_v,7,3.723,0.5319,1.40634,5,1,0,0,1,0,"Fatty acid-binding protein, heart",LIPID-BINDING PROTEIN,FABPH_HUMAN,FABP are thought to play a role in the intracellular transport of long-chain fatty acids and their acyl-CoA esters.,NONE,NONE,,,,"
"
2fhi_v,5,2.659,0.5318,0.3665,0,3,1,0,0,1,Bis(5-adenosyl)-triphosphatase,NONE,P49789,Nucleotide transport and metabolism,NONE,NONE,,,,"
"
3cqu_v,4,2.115,0.5287,-1.03953,2,1,1,0,0,0,RAC-alpha serine/threonine-protein kinase,TRANSFERASE,AKT1_HUMAN,"General protein kinase capable of phosphorylating several known proteins. Phosphorylates TBC1D4. Signals downstream of phosphatidylinositol 3-kinase (PI(3)K) to mediate the effects of various growth factors such as platelet-derived growth factor (PDGF), e",NONE,Cancer,,,,"
"
1qdd_v,5,2.627,0.5255,0.00576219,0,4,1,0,0,0,Lithostathine-1-alpha,NONE,P05451,Involved in sugar binding,NONE,NONE,,,,"
"
1h6g_v,5,2.62,0.524,-0.247818,3,2,0,0,0,0,Catenin alpha-1,CYTOSKELETON,CTNA1_HUMAN,"Associates with the cytoplasmic domain of a variety of cadherins. The association of catenins to cadherins produces a complex which is linked to the actin filament network, and which seems to be of primary importance for cadherins cell-adhesion properties",Abnormalities of alpha-catenin are involved in the process of cancer invasion and metastasis.,NONE,,,,"
"
1wlj_v,5,2.618,0.5236,-0.653608,0,4,1,0,0,0,Interferon-stimulated gene 20 kDa protein,HYDROLASE,ISG20_HUMAN,"Exonuclease with specificity for single-stranded RNA and, to a lesser extent for DNA. Degrades RNA at a rate that is approximately 35-fold higher than its rate for single-stranded DNA. Involved in the antiviral function of IFN against RNA viruses.",NONE,NONE,,,,"
"
3dz4_v,5,2.613,0.5226,0.171077,1,1,3,0,0,0,S-adenosylmethionine decarboxylase proenzyme,NONE,P17707,Involved in adenosylmethionine decarboxylase activity,NONE,"S-Adenosylmethionine (SAMe) is used as a drug in Europe for the treatment of depression, liver disorders, fibromyalgia, and osteoarthritis. It has also been introduced into the United States market as a dietary supplement for the support of bone and joint health, as well as mood and emotional well being.",,,,"
"
1isj_v,7,3.657,0.5224,2.90243,1,5,1,0,0,0,ADP-ribosyl cyclase 2,HYDROLASE,BST1_HUMAN,"Synthesizes cyclic ADP-ribose, a second messenger that elicits calcium release from intracellular stores. May be involved in pre-B-cell growth.",Rheumatoid arthritis (RA) patients show enhanced expression of BST-1 transcripts in bone marrow stromal cell lines. This suggests that BST-1 overexpression may play a role in B-cell abnormalities in RA.,Hematological neoplasm;Multiple myeloma,,,,"
"
2fv5_v,6,3.127,0.5212,0.851953,5,1,0,0,0,0,ADAM 17,HYDROLASE,ADA17_HUMAN,"Cleaves the membrane-bound precursor of TNF-alpha to its mature soluble form. Responsible for the proteolytic release of several other cell-surface proteins, including p75 TNF-receptor, interleukin 1 receptor type II, p55 TNF-receptor, transforming growth",NONE,Psoriasis;Inflammation;Rheumatoid arthritis;Cardiac failure;Multiple sclerosis;Metastasis;Immune disorder,,,,"
"
2rnf_v,5,2.602,0.5204,-0.308959,0,3,1,0,1,0,Ribonuclease 4,NONE,P34096,Involved in nucleic acid binding,NONE,NONE,,,,"
"
1r4l_v,5,2.602,0.5204,0.0245041,2,1,0,1,1,0,Angiotensin-converting enzyme 2,HYDROLASE,ACE2_HUMAN,"Carboxypeptidase which converts angiotensin I to angiotensin 1-9, a peptide of unknown function, and angiotensin II to angiotensin 1-7, a vasodilator. Also able to hydrolyze apelin- 13 and dynorphin-13 with high efficiency. May be an important regulator o",NONE,Respiratory distress syndrome,,,,"
"
1wda_v,6,3.12,0.5201,0.713375,2,2,1,1,0,0,Protein-arginine deiminase type-4,HYDROLASE,PADI4_HUMAN,"Catalyzes the citrullination/deimination of arginine residues of proteins. Citrullinates histone H3 at Arg-8 and/or Arg-17 and histone H4 at Arg-3, which prevents their methylation by CARM1 and HRMT1L2/PRMT1 and represses transcription. Citrullinate","PADI4 is thought to be a rheumatoid arthritis susceptibility locus [MIM:180300]. Could have an important role in the pathogenesis of rheumatoid arthritis by increasing citrullination of proteins in rheumatoid arthritis synovial tissues, leading, in a cytokine-rich milieu, to a break in tolerance to citrullinated peptides processed and presented in the appropriate HLA context.",NONE,,,,"
"
1oiz_v,5,2.591,0.5182,-0.619463,4,1,0,0,0,0,Alpha-tocopherol transfer protein,NONE,P49638,Involved in vitamin E transporter activity,NONE,"Vitamin E, known for its antioxidant activities, is protective against cardiovascular disease and some forms of cancer and has also demonstrated immune-enhancing effects. It may be of limited benefit in some with asthma and rheumatoid arthritis. It may be helpful in some neurological diseases including Alzheimers, some eye disorders including cataracts, and diabetes and premenstrual syndrome. It may also help protect skin from ultraviolet irradiation although claims that it reverses skin aging, enhances male fertility and exercise performance are poorly supported. It may help relieve some muscle cramps.",,,,"
"
1p5z_v,5,2.585,0.5169,-0.0154209,1,1,3,0,0,0,Deoxycytidine kinase,TRANSFERASE,DCK_HUMAN,"Required for the phosphorylation of the deoxyribonucleosides deoxycytidine (dC), deoxyguanosine (dG) and deoxyadenosine (dA). It is also an essential enzyme for the phosphorylation of numerous nucleoside analogs widely employed as antiviral and chemothera",NONE,NONE,,,,"
"
1lv2_v,7,3.584,0.512,1.22423,5,1,0,0,1,0,Hepatocyte nuclear factor 4-gamma,NONE,Q14541,Involved in transcription factor activity,NONE,NONE,,,,"
"
1m13_v,8,4.088,0.511,3.77248,6,2,0,0,0,0,Nuclear receptor subfamily 1 group I member 2,TRANSCRIPTION,NR1I2_HUMAN,Orphan receptor; its natural ligand is probably pregnane. Binds to a response element in the CYP3A4 and ABCB1/MDR1 genes promoter. Activates its expression in response to a wide variety of endobiotics and xenobiotics.,NONE,NONE,,,,"
"
1vj5_v,5,2.55,0.5101,-0.634735,3,1,1,0,0,0,Epoxide hydrolase 2,HYDROLASE,HYES_HUMAN,"Acts on epoxides (alkene oxides, oxiranes) and arene oxides. Plays a role in xenobiotic metabolism by degrading potentially toxic epoxides. Also determines steady-state levels of physiological mediators. Has low phosphatase activity.",NONE,NONE,,,,"
"
3bbt_v,6,3.044,0.5073,0.537529,5,1,0,0,0,0,Receptor tyrosine-protein kinase erbB-4,TRANSFERASE,ERBB4_HUMAN,"Specifically binds and is activated by neuregulins, NRG- 2, NRG-3, heparin-binding EGF-like growth factor, betacellulin and NTAK. Interaction with these factors induces cell differentiation. Not activated by EGF, TGF-A, and amphiregulin.",NONE,NONE,,,,"
"
1u59_v,7,3.542,0.5059,1.50934,4,1,2,0,0,0,Tyrosine-protein kinase ZAP-70,TRANSFERASE,ZAP70_HUMAN,"Plays a role in T-cell development and lymphocyte activation. Essential for TCR-mediated IL-2 production. Isoform 1 induces TCR-mediated signal transduction, isoform 2 does not.",Defects in ZAP70 are the cause of selective T-cell defect (STD) [MIM:176947]. STD is an autosomal recessive form of severe combined immunodeficiency characterized by a selective absence of CD8-type T-cells.,Transplant rejection;Immune disorder,,,,"
"
1he2_v,6,3.032,0.5054,0.605349,4,1,0,0,1,0,Flavin reductase,NONE,P30043,Cell wall/membrane/envelope biogenesis,NONE,For the treatment of ariboflavinosis (vitamin B2 deficiency).,,,,"
"
2i6a_v,5,2.52,0.5041,0.0532024,2,1,1,0,0,1,Adenosine kinase,TRANSFERASE,ADK_HUMAN,ATP dependent phosphorylation of adenosine and other related nucleoside analogs to monophosphate derivatives. Serves as a potential regulator of concentrations of extracellular adenosine and intracellular adenine nucleotides.,NONE,"Septic shock;Pain;Inflammation;Seizure disorder;Seizure, epilepsy & convulsion;Epilepsy;Anesthesia",,,,"
"
1iz2_v,6,3.014,0.5024,0.641552,3,1,2,0,0,0,Alpha-1-antitrypsin,PROTEIN BINDING,A1AT_HUMAN,"Inhibitor of serine proteases. Its primary target is elastase, but it also has a moderate affinity for plasmin and thrombin. Inhibits trypsin, chymotrypsin and plasminogen activator. The aberrant form inhibits insulin-induced NO synthesis in platelets, de","The major physiological function of AAT is the protection of the lower respiratory tract against proteolytic destruction by human leukocyte elastase (HLE). A hereditary deficiency of AAT, is associated with a 20-30 fold increased risk of developing chronic obstructive pulmonary disease.;Deficiency of the normal inhibitor in individuals homozygous for allele Z or M-Malton can result in the development of chronic emphysema or infantile liver cirrhosis.;Variant Pittsburgh is the cause of bleeding diathesis.",Psoriasis;Genital tract inflammation;Otitis media;Wound healing;Atopic dermatitis;Dermatitis;Cystitis;Inflammatory bowel disease;Cystic fibrosis;Alpha-1 antitrypsin deficiency;Dermatological disease,,,,"
"
1q22_v,7,3.502,0.5002,0.88401,6,1,0,0,0,0,Sulfotransferase family cytosolic 2B member 1,NONE,O00204,Involved in sulfotransferase activity,NONE,NONE,,,,"
"
1xo2_v,5,2.5,0.5,-0.349921,2,3,0,0,0,0,Cell division protein kinase 6,CELL CYCLE/TRANSFERASE,CDK6_HUMAN,Probably involved in the control of the cell cycle. Interacts with D-type G1 cyclins.,NONE,NONE,,,,"
"
1m48_v,7,3.498,0.4997,1.54868,4,1,2,0,0,0,Interleukin-2,CYTOKINE,IL2_HUMAN,"Produced by T-cells in response to antigenic or mitogenic stimulation, this protein is required for T-cell proliferation and other activities crucial to regulation of the immune response. Can stimulate B-cells, monocytes, lymphokine- activated killer cell",A chromosomal aberration involving IL2 is found in a form of T-cell acute lymphoblastic leukemia (T-ALL). Translocation t(4;16)(q26;p13) with involves TNFRSF17.,Cancer,,,,"
"
1o5f_v,5,2.484,0.4969,-0.333153,2,1,1,1,0,0,Serine protease hepsin,NONE,P05981,Plays an essential role in cell growth and maintenance of cell morphology,NONE,For treatment of hemorrhagic complications in hemophilia A and B,,,,"
"
1fo2_v,5,2.47,0.4941,-0.325628,0,2,2,1,0,0,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",NONE,Q9UKM7,"Involved in mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",NONE,NONE,,,,"
"
1o1v_v,7,3.443,0.4919,0.788707,5,1,1,0,0,0,Gastrotropin,LIPID BINDING PROTEIN,FABP6_HUMAN,Ileal protein which stimulates gastric acid and pepsinogen secretion. Seems to be able to bind to bile salts and bilirubins.,NONE,NONE,,,,"
"
1og5_v,6,2.949,0.4915,0.347601,3,3,0,0,0,0,Cytochrome P450 2C9,ELECTRON TRANSPORT,CP2C9_HUMAN,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally unrelated compounds, including steroids, fatty acids, and xe",NONE,NONE,,,,"
"
2vd1_v,6,2.94,0.49,-0.00035888,5,1,0,0,0,0,Glutathione-requiring prostaglandin D synthase,ISOMERASE,PTGD2_HUMAN,"Catalyzes the conversion of PGH2 to PGD2, a prostaglandin involved in smooth muscle contraction/relaxation and a potent inhibitor of platelet aggregation.",NONE,NONE,,,,"
"
1hov_v,7,3.418,0.4883,1.41735,4,1,2,0,0,0,72 kDa type IV collagenase,HYDROLASE/HYDROLASE INHIBITOR,MMP2_HUMAN,"In addition to gelatin and collagens, it cleaves KiSS1 at a Gly-",#NAME?,"Defects in MMP2 are the cause of multicentric osteolysis nodulosis and arthropathy (MONA) [MIM:605156]. Inherited osteolyses or vanishing bone syndromes are rare disorders of unknown etiology characterized by destruction and resorption of affected bones. MONA is an autosomal recessive osteolysis with multicentric involvement characterized by carpal and tarsal resorption, crippling arthritic changes, marked osteoporosis, palmar and plantar subcutaneous nodules and distinctive facies.;Defects in MMP2 are the cause of Winchester syndrome [MIM:277950]. Winchester syndrome is an autosomal recessive osteolysis syndrome. Winchester syndrome is severe with generalized osteolysis and osteopenia. Subcutaneous nodules are usually absent. Winchester syndrome has been associated with a number of additional features including coarse face, corneal opacities, patches of thickened, hyperpigmented skin, hypertrichosis and gum hypertrophy. However, these features are not always present and have occasionally been observed in other osteolysis syndromes. The clinical and molecular findings suggest that Winchester syndrome and MONA are allelic disorders that form a continuous clinical spectrum.",NONE,,,"
"
1i7g_v,6,2.927,0.4879,0.165941,4,2,0,0,0,0,Peroxisome proliferator-activated receptor alpha,TRANSCRIPTION,PPARA_HUMAN,"Receptor that binds peroxisome proliferators such as hypolipidemic drugs and fatty acids. Once activated by a ligand, the receptor binds to a promoter element in the gene for acyl-CoA oxidase and activates its transcription. It therefore controls the pero",NONE,Syndrome X;Lipid metabolism disorder;Non-insulin dependent diabetes;Atherosclerosis;Hypertriglyceridemia;Hyperlipidemia;Cardiovascular disease;Congestive heart failure;Diabetes mellitus;Obesity;Inflammation,,,,"
"
1fe3_v,7,3.397,0.4853,0.510091,6,0,0,0,1,0,"Fatty acid-binding protein, brain",LIPID BINDING PROTEIN,FABP7_HUMAN,"B-FABP could be involved in the transport of a so far unknown hydrophobic ligand with potential morphogenic activity during CNS development. It is required for the establishment of the radial glial fiber system in developing brain, a system that is necess",NONE,NONE,,,,"
"
1lzj_v,6,2.91,0.485,0.803775,2,2,2,0,0,0,B transferase,NONE,Q9NY01,"Involved in transferase activity, transferring hexosyl groups",NONE,NONE,,,,"
"
2qcf_v,6,2.9,0.4833,0.555416,0,3,2,0,1,0,Uridine 5-monophosphate synthase,LYASE,PYR5_HUMAN,NONE,"Defects in UMPS are a cause of hereditary orotic aciduria (HOA) [MIM:258900]; also known as orotic aciduria type 1, a recessive disease characterized by retarded growth, anemia, and excessive urinary excretion of orotic acid.",Squamous cell carcinoma;Biliary cancer;Cancer;Non-small-cell lung cancer;Gastrointestinal tumor;Renal cell carcinoma;Breast tumor;Lung tumor;Head and neck tumor;Colorectal tumor;Adenocarcinoma;Prostate tumor;Pancreas tumor;Hepatocellular carcinoma;Stomach tumor,,,,"
"
1vjj_v,6,2.899,0.4832,0.590985,0,3,1,0,2,0,Protein-glutamine gamma-glutamyltransferase E,TRANSFERASE,TGM3_HUMAN,Catalyzes the cross-linking of proteins and the conjugation of polyamines to proteins. It is responsible for the later stages of cell envelope formation in the epidermis and the hair follicle.,NONE,NONE,,,,"
"
1oix_v,6,2.89,0.4817,0.468626,0,2,4,0,0,0,Ras-related protein Rab-11A,PROTEIN TRANSPORT,RB11A_HUMAN,Modulates endosomal trafficking (By similarity).,NONE,NONE,,,,"
"
1irj_v,7,3.367,0.4811,1.44686,4,0,3,0,0,0,Protein S100-A9,METAL BINDING PROTEIN,S10A9_HUMAN,Expressed by macrophages in acutely inflammated tissues and in chronic inflammations. Seem to be an inhibitor of protein kinases. Also expressed in epithelial cells constitutively or induced during dermatoses. May interact with components of the intermedi,NONE,NONE,,,,"
"
3d7t_v,6,2.882,0.4803,0.299318,3,1,1,1,0,0,Tyrosine-protein kinase CSK,TRANSFERASE,CSK_HUMAN,"Specifically phosphorylates Tyr-504 on LCK, which acts as a negative regulatory site. Can also act on the LYN and FYN kinases.",NONE,NONE,,,,"
"
1uhl_v,6,2.88,0.48,-0.0411591,5,1,0,0,0,0,Oxysterols receptor LXR-alpha,DNA BINDING PROTEIN,NR1H3_HUMAN,Orphan receptor. Interaction with RXR shifts RXR from its role as a silent DNA-binding partner to an active ligand- binding subunit in mediating retinoid responses through target genes defined by LXRES. LXRES are DR4-type response elements characterized b,NONE,NONE,,,,"
"
1xtq_v,5,2.4,0.48,-0.410088,0,3,2,0,0,0,GTP-binding protein Rheb,NONE,Q15382,"Activates the protein kinase activity of mTORC1, and thereby plays a role in the regulation of apoptosis. Stimulates the phosphorylation of S6K1 and EIF4EBP1 through activation of mTORC1 signaling. Has low intrinsic GTPase activity.",NONE,NONE,,,,"
"
1h0c_v,7,3.356,0.4794,1.05134,2,2,1,0,1,1,Serine--pyruvate aminotransferase,TRANSFERASE,SPYA_HUMAN,NONE,"Defects in AGXT are the cause of primary hyperoxaluria type I (PH1) [MIM:259900]; also known as oxalosis I. PH1 is a rare autosomal recessive inborn error of glyoxylate metabolism characterized by increased excretion of oxalate and glycolate, and the progressive accumulation of insoluble calcium oxalate in the kidney and urinary tract.",Hyperoxaluria,,,,"
"
1rd4_v,6,2.875,0.4792,-0.0656206,5,0,0,1,0,0,Integrin alpha-L,IMMUNE SYSTEM,ITAL_HUMAN,"Integrin alpha-L/beta-2 is a receptor for ICAM1, ICAM2, ICAM3 and ICAM4. It is involved in a variety of immune phenomena including leukocyte-endothelial cell interaction, cytotoxic T-cell mediated killing, and antibody dependent killing by granulocytes an",NONE,NONE,,,,"
"
1h1b_v,6,2.874,0.479,0.184427,3,3,0,0,0,0,Leukocyte elastase,HYDROLASE(SERINE PROTEASE),ELNE_HUMAN,"Modifies the functions of natural killer cells, monocytes and granulocytes. Inhibits C5a-dependent neutrophil enzyme release and chemotaxis.","Defects in ELA2 are a cause of cyclic haematopoiesis (CH) [MIM:162800]; also known as cyclic neutropenia. CH is an autosomal dominant disease in which blood-cell production from the bone marrow oscillates with 21-day periodicity. Circulating neutrophils vary between almost normal numbers and zero. During intervals of neutropenia, affected individuals are at risk for opportunistic infection. Monocytes, platelets, lymphocytes and reticulocytes also cycle with the same frequency.;Defects in ELA2 are the cause of autosomal dominant severe congenital neutropenia type 1 (SCN1) [MIM:202700]. Severe congenital neutropenia is a heterogeneous disorder of hematopoiesis characterized by a maturation arrest of granulopoiesis at the level of promyelocytes with peripheral blood absolute neutrophil counts below 0.5 x 10(9)/l and early onset of severe bacterial infections.",Blood clotting disorder;Chronic bronchitis;Lung injury;Cerebrovascular ischemia;Emphysema;Respiratory disease;Cystic fibrosis;Chronic obstructive pulmonary disease;Myocardial infarction;Lung inflammation;Pulmonary fibrosis;Psoriasis;Pancreatitis;Bronchitis;Rheumatoid arthritis;Arthritis;Pulmonary disease;Lung tumor;Respiratory distress syndrome;Transplant rejection;Pulmonary hypertension;Pneumonia;Inflammation,,,,"
"
1qip_v,7,3.35,0.4786,0.445949,3,1,0,1,2,0,Lactoylglutathione lyase,LYASE,LGUL_HUMAN,"Catalyzes the conversion of hemimercaptal, formed from methylglyoxal and glutathione, to S-lactoylglutathione.",NONE,Cancer,,,,"
"
1nav_v,7,3.334,0.4763,0.69943,4,2,1,0,0,0,Thyroid hormone receptor alpha,NONE,P10827,Involved in transcription factor activity,NONE,"Used as replacement or supplemental therapy in patients with hypothyroidism of any etiology, except transient hypothyrodism during the recovery phase of subacute thyroiditis.",,,,"
"
1smo_v,6,2.857,0.4761,-0.0258616,0,2,2,0,2,0,Triggering receptor expressed on myeloid cells 1,NONE,Q9NP99,Involved in immune triggering activity,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
1g1r_v,6,2.855,0.4758,0.820006,0,3,3,0,0,0,P-selectin,"IMMUNE SYSTEM, MEMBRANE PROTEIN",LYAM3_HUMAN,Ca(2+)-dependent receptor for myeloid cells that binds to carbohydrates on neutrophils and monocytes. Mediates the interaction of activated endothelial cells or platelets with leukocytes. The ligand recognized is sialyl-Lewis X. Mediates rapid rolling of ,"Defects in SELP may be a cause of susceptibility to ischemic stroke [MIM:601367]; also known as cerebrovascular accident or cerebral infarction. A stroke is an acute neurologic event leading to death of neural tissue of the brain and resulting in loss of motor, sensory and/or cognitive function. Ischemic strokes, resulting from vascular occlusion, is considered to be a highly complex disease consisting of a group of heterogeneous disorders with multiple genetic and environmental risk factors.",Sickle cell anemia;Inflammation;Transplant rejection;Myocardial infarction;Restenosis;Thrombosis,,,,"
"
1jqe_v,8,3.797,0.4746,1.24673,7,0,0,1,0,0,Histamine N-methyltransferase,NONE,P50135,Inactivates histamine by N-methylation. Plays an important role in degrading histamine and in regulating the airway response to histamine,NONE,For treatment of acute malarial attacks in non-immune subjects.,,,,"
"
